# scheme: ExponentialFitting
# effective_scheme: ExponentialFitting
# xGrid: 200
# tGrid: 0
# r: 0.05
# q: 0
# sigma: 0.001
# strike: 100
# maturity: 1
# mMatrixPolicy: None
# mesh: Uniform1dMesher
node,S,lower,upper
49,70.3421975382684,-4.44089209850063e-16,7.17733605434462
50,70.8339334247055,-4.44089209850063e-16,7.17733605434462
51,71.3291068520565,-4.44089209850063e-16,7.17733605434462
52,71.827741850879,-4.44089209850063e-16,7.17733605434462
53,72.3298626197192,-4.44089209850063e-16,7.17733605434462
54,72.8354935262861,-4.44089209850063e-16,7.17733605434462
55,73.3446591086344,-4.44089209850063e-16,7.17733605434462
56,73.8573840763552,-4.44089209850063e-16,7.17733605434462
57,74.3736933117748,-4.44089209850063e-16,7.17733605434462
58,74.8936118711626,-4.44089209850063e-16,7.17733605434462
59,75.4171649859471,-4.44089209850063e-16,7.17733605434462
60,75.9443780639401,-4.44089209850063e-16,7.17733605434462
61,76.4752766905699,-4.44089209850063e-16,7.17733605434462
62,77.0098866301229,-4.44089209850063e-16,7.17733605434462
63,77.5482338269941,-4.44089209850063e-16,7.17733605434462
64,78.0903444069459,-4.44089209850063e-16,7.17733605434462
65,78.636244678376,-4.44089209850063e-16,7.17733605434462
66,79.1859611335944,-4.44089209850063e-16,7.17733605434462
67,79.7395204501089,-4.44089209850063e-16,7.17733605434462
68,80.2969494919195,-4.44089209850063e-16,7.17733605434462
69,80.8582753108225,-4.44089209850063e-16,7.17733605434462
70,81.4235251477232,-4.44089209850063e-16,7.17733605434462
71,81.9927264339579,-4.44089209850063e-16,7.17733605434462
72,82.5659067926247,-4.44089209850063e-16,7.17733605434462
73,83.1430940399249,-4.44089209850063e-16,7.17733605434462
74,83.724316186512,-4.44089209850063e-16,7.17733605434462
75,84.3096014388518,-4.44089209850063e-16,7.17733605434462
76,84.8989782005906,-4.44089209850063e-16,7.17733605434462
77,85.4924750739342,-4.44089209850063e-16,7.17733605434462
78,86.0901208610353,-4.44089209850063e-16,7.17733605434462
79,86.6919445653922,-4.44089209850063e-16,7.17733605434462
80,87.2979753932553,-4.44089209850063e-16,7.17733605434462
81,87.908242755045,-4.44089209850063e-16,7.17733605434462
82,88.5227762667791,-4.44089209850063e-16,7.17733605434462
83,89.1416057515097,-4.44089209850063e-16,7.17733605434462
84,89.7647612407706,-4.44089209850063e-16,7.17733605434462
85,90.3922729760349,-4.44089209850063e-16,7.17733605434462
86,91.0241714101827,-4.44089209850063e-16,7.17733605434462
87,91.6604872089782,-4.44089209850063e-16,7.17733605434462
88,92.3012512525588,-4.44089209850063e-16,7.17733605434462
89,92.9464946369333,-4.44089209850063e-16,7.17733605434462
90,93.5962486754911,-4.44089209850063e-16,7.17733605434462
91,94.2505449005215,-4.44089209850063e-16,7.17733605434462
92,94.9094150647445,-4.44089209850063e-16,7.17733605434462
93,95.5728911428511,-4.44089209850063e-16,7.17733605434462
94,96.2410053330557,-4.44089209850063e-16,7.17733605434462
95,96.9137900586581,-4.44089209850063e-16,7.17733605434462
96,97.5912779696172,-4.44089209850063e-16,7.17733605434462
97,98.2735019441358,-4.44089209850063e-16,7.17733605434462
98,98.9604950902554,-4.44089209850063e-16,7.17733605434462
99,99.6522907474637,-4.44089209850063e-16,7.17733605434462
100,100.348922488312,-4.44089209850063e-16,7.17733605434462
